node_name,node_type,node_position,parent,weight
ShatilKhan,developer,841.2457239786881|745.8064034549232|644.6547161860998,d3/d3,1
work933k,developer,910.7031854460369|249.64873169448867|1145.0251304054311,d3/d3,1
jayaramkasi,developer,563.5954870455314|563.6372062438146|916.6479779343995,d3/d3,1
rbogireddy,developer,1010.5844572688015|275.42270112616757|957.7069655634882,d3/d3,1
Buroni,developer,962.9843395561378|707.4035326497703|1007.7248339916604,d3/d3,1
bennlich,developer,718.8297439937404|634.5323452063674|929.0145267758463,d3/d3,1
nachocab,developer,920.2093491382398|326.9971653731698|1227.1857984825328,d3/d3,1
danmar/cppcheck,repo,1020.7008819972102|-1223.2320008377328|-1164.843196824853,,24.58
chrchr-github,developer,939.2872565843444|-1002.758900042119|-1168.8849780678752,danmar/cppcheck,46.7
danmar,developer,1149.5116833913698|-984.693550094858|-984.7272549296738,danmar/cppcheck,35.94
pfultz2,developer,892.4792120506976|-1522.7231356643604|-1256.461241737125,danmar/cppcheck,20.6
firewave,developer,870.1839598482575|-1379.4133525181605|-1141.921361886829,danmar/cppcheck,17.96
rwiesenfarth,developer,1008.9235433148438|-1502.6772490712322|-1190.7849710492833,danmar/cppcheck,7.92
samopolacek,developer,744.1634865227409|-1406.500916227597|-1389.691882501344,danmar/cppcheck,7.75
mptre,developer,1034.3943162494768|-1125.8515302254586|-916.0745971176232,danmar/cppcheck,6.63
orbitcowboy,developer,1287.7360233209017|-1481.4050217164772|-1445.688562194567,danmar/cppcheck,5.58
andrew-aitchison,developer,987.01638318053|-950.4463137472318|-1433.1847448427607,danmar/cppcheck,4.36
hwhsu1231,developer,1171.6958724611766|-1349.7379076105483|-1174.1769727002757,danmar/cppcheck,3.87
DavidKorczynski,developer,1209.4407447825129|-1132.477815899831|-892.639141802536,danmar/cppcheck,3.45
PeterSchops,developer,1298.2110892707888|-1508.4236091757427|-1423.4834142672323,danmar/cppcheck,3.16
sthagen,developer,859.3099595398131|-1267.513042619975|-1243.0496457026425,danmar/cppcheck,3.16
SChernykh,developer,1251.2617414703175|-1136.530898487689|-1454.779245799229,danmar/cppcheck,2.83
longradix,developer,878.7736449322863|-1491.1305570877694|-1091.795917933781,danmar/cppcheck,6.55
tbsmark86,developer,982.4822821759733|-952.8096697267626|-1207.2900872843722,danmar/cppcheck,2.65
spoorcc,developer,932.4773294844425|-1171.8101843860338|-1265.2439223795982,danmar/cppcheck,2.65
jedrzej-klocek,developer,841.416100403856|-1241.6597694320562|-884.5781348448388,danmar/cppcheck,2.45
healytpk,developer,893.0975084176453|-962.4362196108656|-1458.5097744512254,danmar/cppcheck,2.45
fu7mu4,developer,968.8806144479894|-1172.8834036761587|-944.5434726954834,danmar/cppcheck,2.24
SCHIZOPILL,developer,840.9381158894046|-1380.1766334447225|-1387.245675117381,danmar/cppcheck,2
chrfranke,developer,1252.6483956987736|-1300.6495431387768|-1163.0875961824963,danmar/cppcheck,1.73
carlatcrown,developer,1147.5647681747314|-1428.7204847567664|-1451.6747610842738,danmar/cppcheck,1.41
YangMoo,developer,1202.5954901136615|-1510.3608809918069|-983.2130059323763,danmar/cppcheck,1.41
adbancroft,developer,1277.1683149227447|-1182.9457646431067|-1127.812631691162,danmar/cppcheck,1
ledocc,developer,836.8986944991929|-1437.1365628507756|-1217.2657835050254,danmar/cppcheck,1
apuly,developer,1085.4861227728034|-1121.4410873846555|-1155.0332535247362,danmar/cppcheck,1
BlamKiwi,developer,753.3844832219597|-1443.376584338471|-1257.4621007849057,danmar/cppcheck,1
darktable-org/darktable,repo,1433.0189828112862|-499.92240745469894|393.79216634200975,,78.38
TurboGit,developer,1271.7083052811493|-658.63819553912|610.1148710663399,darktable-org/darktable,47.12
jenshannoschwalm,developer,1437.6805059442565|-663.6814777338527|546.784145079732,darktable-org/darktable,43.59
victoryforce,developer,1726.3933258299676|-797.7948778457743|117.66742475301754,darktable-org/darktable,37.93
ralfbrown,developer,1493.0100260048794|-779.0951954836278|641.7756879349872,darktable-org/darktable,32.51
dterrahe,developer,1636.178487817968|-345.69057051922215|375.0636988210511,darktable-org/darktable,28.07
kmilos,developer,1583.1834620329657|-767.5038507574125|380.07469340041087,darktable-org/darktable,27.05
MStraeten,developer,1562.1518046649526|-761.0764609021378|679.4936465426875,darktable-org/darktable,19.88
elstoc,developer,1354.9990476399128|-298.52757360572963|411.53815276299974,darktable-org/darktable,19.76
jpellegrini,developer,1615.8462324763932|-540.3180707427194|400.7236388638084,darktable-org/darktable,15.92
dtorop,developer,1254.7042168382998|-749.638287566376|366.9055535598663,darktable-org/darktable,14.89
zisoft,developer,1336.7142617537952|-557.429105916292|310.3788006240468,darktable-org/darktable,14.17
HSUfineprint,developer,1396.7724113290064|-216.96026929084996|421.35844022740224,darktable-org/darktable,12.63
wpferguson,developer,1463.4834456768172|-375.32664978464277|226.72480423562604,darktable-org/darktable,12.08
Nilvus,developer,1276.1023667648083|-347.1496272945265|529.5363972524015,darktable-org/darktable,11.9
Solarer,developer,1307.9231386723247|-794.716520417648|361.1178369682447,darktable-org/darktable,10.58
gi-man,developer,1347.269883938774|-230.55382166905258|257.23636146055765,darktable-org/darktable,10.19
LebedevRI,developer,1387.7276054070685|-264.17264302331535|575.1885294769054,darktable-org/darktable,10.18
s7habo,developer,1315.0243566419651|-639.4569662794141|167.973696910785,darktable-org/darktable,9.16
KarlMagnusLarsson,developer,1595.4915313048543|-729.1678729156909|498.36723698342695,darktable-org/darktable,9.12
difrkaguilar,developer,1255.8595208068689|-270.99195891119905|556.1456703889164,darktable-org/darktable,8.05
da-phil,developer,1695.8476483980198|-604.1364332359351|614.3600824218195,darktable-org/darktable,7.88
parafin,developer,1405.723851791534|-445.5741823423064|335.51715351697146,darktable-org/darktable,7.8
ActarusLeGrand,developer,1498.4964646211085|-575.5568195595936|601.2281205885065,darktable-org/darktable,7.48
kofa73,developer,1448.5563241292252|-779.8750677976714|548.0363935355681,darktable-org/darktable,7.47
AlicVB,developer,1480.227758226277|-798.3403407258611|143.4424877535001,darktable-org/darktable,7.23
sgotti,developer,1429.131086063056|-604.0686200080979|654.314095672184,darktable-org/darktable,7
bgodole,developer,1361.2212629794676|-759.3188632971255|191.45734923950084,darktable-org/darktable,6.84
ptilopteri,developer,1478.2321354615228|-342.05815082383793|391.09289592807716,darktable-org/darktable,6.83
serkan-maker,developer,1177.9716584056705|-447.7734404890322|492.6865010619081,darktable-org/darktable,6.55
asdkant,developer,1606.3434530991676|-266.04446378157195|380.6629929409968,darktable-org/darktable,6.47
darold/pgbadger,repo,-952.9617461233753|994.1011710076968|843.082862481514,,0.77
darold,developer,-1238.2923203581681|942.1257737608585|827.0379144034059,darold/pgbadger,4
systequ,developer,-1098.206280957991|1131.9747820999826|1071.4974051688719,darold/pgbadger,3.45
bbourgier,developer,-744.4432799664402|1241.5360792506483|1050.5292103574961,darold/pgbadger,2.45
Krysztophe,developer,-1116.0725587622474|926.1118786574876|748.5442500327817,darold/pgbadger,2.24
tanujbolisetty,developer,-937.6925106105384|1001.4451798983368|1018.5549069904347,darold/pgbadger,1.73
vp-lab,developer,-697.0935643433655|713.2529482090922|690.0999485222092,darold/pgbadger,1.73
Tiago-Anastacio,developer,-1220.1021687739562|789.4007875451495|808.3215223743068,darold/pgbadger,1.41
ncalero-uy,developer,-1093.1419528393549|910.7400451142455|944.8432093940168,darold/pgbadger,1.41
fabiogeiss,developer,-1148.420683971537|932.6251007263512|1130.4060952537143,darold/pgbadger,1.41
jcasanov,developer,-849.8204698327088|883.4213271644492|618.7310622458482,darold/pgbadger,1.41
amacvar,developer,-1176.9062326849194|1073.5308461710451|674.1840089451506,darold/pgbadger,1
DataDog/documentation,repo,968.379324666595|-129.75705742488663|-419.88554059732655,,234.98
alai97,developer,1104.8184030586579|-3.9445929348534605|-226.73273260607704,DataDog/documentation,65
estherk15,developer,849.729238791055|154.37996137463415|-502.87789982352217,DataDog/documentation,50.97
rtrieu,developer,1064.0374392640813|-241.10131101697658|-454.3115313941613,DataDog/documentation,50.43
kayayarai,developer,767.3489650763387|-313.83235933286466|-288.4312976599119,DataDog/documentation,49.89
drichards-87,developer,1241.6608062633034|-170.1247275347596|-176.0068370445731,DataDog/documentation,49.78
buraizu,developer,1087.536156412867|88.38026327539524|-546.7295019527024,DataDog/documentation,41.91
urseberry,developer,1204.5748898119948|-22.44364921963637|-380.16627381638125,DataDog/documentation,38.97
hestonhoffman,developer,872.626871254814|-124.26640893288481|-283.3752821150762,DataDog/documentation,38.83
guacbot,developer,939.6859474430416|4.028597086971729|-676.16076725082,DataDog/documentation,37.9
cswatt,developer,807.8507830557188|-48.58838654926615|-419.43944366468793,DataDog/documentation,32.58
aliciascott,developer,825.653699881502|-60.26859521890327|-504.5425084452803,DataDog/documentation,28.83
davidejones,developer,801.4867343828896|-164.76231301944443|-130.421145392889,DataDog/documentation,22.12
juan-fernandez,developer,1252.1190900543857|155.90391335452273|-205.70951420852953,DataDog/documentation,20.97
StefonSimmons,developer,944.7398715088243|-171.01364891959173|-200.68030184635575,DataDog/documentation,18.41
andrea-mosk,developer,874.2859440213006|-9.645728894884371|-295.36525724720184,DataDog/documentation,18.03
nenadnoveljic,developer,970.3839839186155|-89.88105129190126|-193.70602316086706,DataDog/documentation,17.94
caseycull,developer,1037.3426314521346|-245.90261873796047|-568.3690432140133,DataDog/documentation,15.94
rajat-luthra-ddog,developer,898.1820615833584|74.29412181814939|-635.1811493297328,DataDog/documentation,15.46
sgnn7,developer,786.3422329362465|35.02930590026301|-626.2503395896277,DataDog/documentation,15.04
sourabhkatti,developer,1073.3483736564604|168.54656605512355|-455.8379366964163,DataDog/documentation,14.65
crunchypistachiobutter,developer,1112.6656037020132|-5.143328758787163|-293.8743504506735,DataDog/documentation,14.53
ncreated,developer,1010.7857994048876|40.46790732134593|-684.9710766843906,DataDog/documentation,14.14
devindford,developer,1172.8837361164733|117.13481028051376|-328.73294067562705,DataDog/documentation,13.95
silversupreme,developer,1233.909019860917|4.107767918499803|-696.761014701916,DataDog/documentation,13.95
gturbat,developer,729.6157569545485|-382.1033098104182|-309.67115619867883,DataDog/documentation,13.86
jamiemilstein,developer,1258.6050893157012|-125.13022531440049|-318.1206128463864,DataDog/documentation,13.22
Kaderinho,developer,1219.6128492186763|-2.102885407218423|-306.51475033322976,DataDog/documentation,13.2
nhientrandatadog,developer,1042.4887907642842|-175.33674996695237|-286.67645806951913,DataDog/documentation,12.96
maycmlee,developer,1057.9633010701828|-353.8842618311967|-464.3122714494558,DataDog/documentation,12.79
sumedham,developer,1075.1063246238734|143.70297304670498|-684.728549548162,DataDog/documentation,12.73
DFHack/dfhack,repo,-1339.8202779509793|-679.5250286819111|-812.8901108334054,,17.34
myk002,developer,-1154.058069312539|-868.5195151781419|-707.9248204824464,DFHack/dfhack,63.22
TaxiService,developer,-1051.4878416270922|-972.6359196832448|-831.0674319975308,DFHack/dfhack,24.5
ab9rf,developer,-1113.4517695169407|-482.1054875519159|-992.540035984851,DFHack/dfhack,22.34
lethosor,developer,-1169.7487894478268|-451.4165253845579|-624.7402166732345,DFHack/dfhack,17.9
johncosker,developer,-1411.0042768430426|-595.3146935289026|-938.233586349775,DFHack/dfhack,11.37
fricy,developer,-1405.8452425688736|-383.28562076911317|-750.1390585230004,DFHack/dfhack,10.88
silverflyone,developer,-1057.3557164348795|-824.5502313795298|-826.4485298057018,DFHack/dfhack,9.12
Penumbra69,developer,-1483.2699404351383|-651.8763797898436|-651.2009668337403,DFHack/dfhack,6.61
plule,developer,-1341.7511497727382|-758.8110360212185|-560.8087922487181,DFHack/dfhack,6.51
quietust,developer,-1362.0588154133618|-396.7304285831784|-814.7870277956771,DFHack/dfhack,6.41
Franzyd,developer,-1525.7217842606474|-415.3287101405381|-639.6368923343713,DFHack/dfhack,5.73
Cubittus,developer,-1091.2036297054597|-533.1274746670022|-1009.9101608154022,DFHack/dfhack,5.47
Codedependent77,developer,-1542.0472730672882|-893.0663764566772|-883.920465586486,DFHack/dfhack,5.28
Az6336,developer,-1495.2037773434815|-558.8403337502843|-549.745830426327,DFHack/dfhack,5.28
TSM-EVO,developer,-1477.6508532249563|-752.9080716187927|-814.0306048200478,DFHack/dfhack,4.32
BeerNTacos,developer,-1609.0719084710443|-653.7352912082628|-664.441664733845,DFHack/dfhack,4.24
wsfsbvchr,developer,-1380.6226540118857|-939.5015646345121|-997.7824524379778,DFHack/dfhack,4.06
cppcooper,developer,-1203.27952603396|-874.9859663679734|-895.237034104105,DFHack/dfhack,4.06
Dragoon209,developer,-1163.4295114793988|-731.5876229476564|-1095.8797877273578,DFHack/dfhack,4
uecasm,developer,-1372.9262403268212|-607.2089522516476|-777.9755424950301,DFHack/dfhack,3.97
DragonEyeNinja,developer,-1381.191322115137|-960.1082342546266|-672.8069945009341,DFHack/dfhack,3.87
Dawn-Xu-helloworld,developer,-1074.4337097446999|-809.2181677537629|-1010.0231023291307,DFHack/dfhack,3.73
Totherphoenix,developer,-1158.8824311720305|-578.3823622381113|-839.1513475607946,DFHack/dfhack,3.46
cvuchener,developer,-1554.7116862129742|-495.1024276084487|-1005.285739451335,DFHack/dfhack,3.41
Saint-Ajora,developer,-1292.0959147769674|-513.7995150196712|-891.3769709771667,DFHack/dfhack,3.32
drhead,developer,-1116.9308457764928|-416.7330814374634|-606.2313850375742,DFHack/dfhack,3.32
GentlemanSkelly,developer,-1432.5626213891221|-911.8419934145048|-676.9481208390072,DFHack/dfhack,3
silverwing235,developer,-1077.3243059711217|-542.1767130582939|-678.3261812592576,DFHack/dfhack,3
yourmum21,developer,-1373.4032891881288|-379.5394287902543|-1096.0012115094012,DFHack/dfhack,2.83
sparr,developer,-1052.5155400852927|-578.940689108787|-826.4811014621225,DFHack/dfhack,2.83
dita-ot/dita-ot,repo,1139.0877154054392|-1449.177703405997|-815.0475653176944,,4.32
jelovirt,developer,1103.4631460286473|-1583.9976858260688|-659.3336580269397,dita-ot/dita-ot,20.37
raducoravu,developer,990.3122479056165|-1731.4868016139083|-841.4351498332011,dita-ot/dita-ot,13.58
chrispy-snps,developer,1199.6084902191355|-1737.6205618491754|-648.4912602403982,dita-ot/dita-ot,13.47
infotexture,developer,1077.9429320272811|-1225.0336480336769|-849.8271250058556,dita-ot/dita-ot,8.34
robander,developer,1326.6359042833096|-1296.0649864469578|-873.464847865514,dita-ot/dita-ot,2.83
darrenn-jackson,developer,1221.548815814395|-1384.712697823448|-837.1745114743584,dita-ot/dita-ot,2.73
stefan-jung,developer,947.1969432765634|-1187.7617095887858|-1004.506966638748,dita-ot/dita-ot,2.45
Jon-Hill-i2,developer,1299.7368881284424|-1510.2614100501207|-1013.4139227758014,dita-ot/dita-ot,2.41
adamzkover,developer,1260.1188494745488|-1263.6039677460344|-852.7446644165998,dita-ot/dita-ot,2.24
weiwu-zhang,developer,872.3393914572707|-1546.4565917517484|-907.4981495519006,dita-ot/dita-ot,2
jlacour31,developer,1088.866714272147|-1198.8555869410438|-1061.441392467586,dita-ot/dita-ot,1.73
pdanaher,developer,1197.1759699139632|-1348.234729748522|-972.7312066958139,dita-ot/dita-ot,1.41
bird2tori,developer,1027.7699835104352|-1426.2418358998018|-526.5484063167086,dita-ot/dita-ot,1.41
Radix999,developer,1364.205770344212|-1547.8513836946217|-594.7082391600524,dita-ot/dita-ot,1.41
yin-yang-alchemist,developer,1365.029827856543|-1538.2404293749285|-757.2175982836329,dita-ot/dita-ot,1
haolekatalon,developer,1101.2287494123934|-1298.3111294445605|-1102.1452478661645,dita-ot/dita-ot,1
mumashankar,developer,1248.5658189289843|-1494.4895195389436|-630.4308070044706,dita-ot/dita-ot,1
rrcomtech,developer,1387.0096507282483|-1359.9745191417303|-647.7148397554645,dita-ot/dita-ot,1
ToshihikoMakita,developer,1222.3434186608267|-1516.283902124556|-534.4188063145682,dita-ot/dita-ot,1
kirkilj,developer,1120.6890366550335|-1499.7173891726022|-655.9007704002245,dita-ot/dita-ot,1
django/django,repo,-103.04852710720957|810.4608126836761|838.968983585758,,74.58
felixxm,developer,-377.48047444582875|806.5659550251042|755.1243871932513,django/django,83.84
nessita,developer,-126.68790462687986|866.1712095201201|1005.5916954291902,django/django,42
shangxiao,developer,-279.38514650377624|675.0839074499422|928.2493185138912,django/django,32.01
ngnpope,developer,178.98822463153806|513.5654007828264|1022.3832648878038,django/django,29.04
charettes,developer,-26.81007647808923|1058.4493338163707|996.7953249959666,django/django,28.95
sarahboyce,developer,-115.11942676001922|572.112885459218|860.0908017116807,django/django,27.13
